Start time UTC,End time UTC,Start time UTC+03:00,End time UTC+03:00,Average Load In Nanjing
2003/04/01 00:00,2003/04/02 00:00,2003/04/01 03:00,2003/04/02 03:00,1787.567
2003/04/02 00:00,2003/04/03 00:00,2003/04/02 03:00,2003/04/03 03:00,1806.075
2003/04/03 00:00,2003/04/04 00:00,2003/04/03 03:00,2003/04/04 03:00,1776.902
2003/04/04 00:00,2003/04/05 00:00,2003/04/04 03:00,2003/04/05 03:00,1769.947
2003/04/05 00:00,2003/04/06 00:00,2003/04/05 03:00,2003/04/06 03:00,1665.4
2003/04/06 00:00,2003/04/07 00:00,2003/04/06 03:00,2003/04/07 03:00,1644.526
2003/04/07 00:00,2003/04/08 00:00,2003/04/07 03:00,2003/04/08 03:00,1746.222
2003/04/08 00:00,2003/04/09 00:00,2003/04/08 03:00,2003/04/09 03:00,1733.771
2003/04/09 00:00,2003/04/10 00:00,2003/04/09 03:00,2003/04/10 03:00,1757.276
2003/04/10 00:00,2003/04/11 00:00,2003/04/10 03:00,2003/04/11 03:00,1777.626
2003/04/11 00:00,2003/04/12 00:00,2003/04/11 03:00,2003/04/12 03:00,1752.196
2003/04/12 00:00,2003/04/13 00:00,2003/04/12 03:00,2003/04/13 03:00,1726.766
2003/04/13 00:00,2003/04/14 00:00,2003/04/13 03:00,2003/04/14 03:00,1690.621
2003/04/14 00:00,2003/04/15 00:00,2003/04/14 03:00,2003/04/15 03:00,1757.105
2003/04/15 00:00,2003/04/16 00:00,2003/04/15 03:00,2003/04/16 03:00,1775.281
2003/04/16 00:00,2003/04/17 00:00,2003/04/16 03:00,2003/04/17 03:00,1790.467
2003/04/17 00:00,2003/04/18 00:00,2003/04/17 03:00,2003/04/18 03:00,1815.906
2003/04/18 00:00,2003/04/19 00:00,2003/04/18 03:00,2003/04/19 03:00,1819.218
2003/04/19 00:00,2003/04/20 00:00,2003/04/19 03:00,2003/04/20 03:00,1751.578
2003/04/20 00:00,2003/04/21 00:00,2003/04/20 03:00,2003/04/21 03:00,1686.115
2003/04/21 00:00,2003/04/22 00:00,2003/04/21 03:00,2003/04/22 03:00,1783.774
2003/04/22 00:00,2003/04/23 00:00,2003/04/22 03:00,2003/04/23 03:00,1777.872
2003/04/23 00:00,2003/04/24 00:00,2003/04/23 03:00,2003/04/24 03:00,1818.715
2003/04/24 00:00,2003/04/25 00:00,2003/04/24 03:00,2003/04/25 03:00,1842.516
2003/04/25 00:00,2003/04/26 00:00,2003/04/25 03:00,2003/04/26 03:00,1828.153
2003/04/26 00:00,2003/04/27 00:00,2003/04/26 03:00,2003/04/27 03:00,1769.158
2003/04/27 00:00,2003/04/28 00:00,2003/04/27 03:00,2003/04/28 03:00,1743.256
2003/04/28 00:00,2003/04/29 00:00,2003/04/28 03:00,2003/04/29 03:00,1786.405
2003/04/29 00:00,2003/04/30 00:00,2003/04/29 03:00,2003/04/30 03:00,1778.264
2003/04/30 00:00,2003/05/01 00:00,2003/04/30 03:00,2003/05/01 03:00,1733.158
2003/05/01 00:00,2003/05/02 00:00,2003/05/01 03:00,2003/05/02 03:00,1626.419
2003/05/02 00:00,2003/05/03 00:00,2003/05/02 03:00,2003/05/03 03:00,1611.536
2003/05/03 00:00,2003/05/04 00:00,2003/05/03 03:00,2003/05/04 03:00,1613.125
2003/05/04 00:00,2003/05/05 00:00,2003/05/04 03:00,2003/05/05 03:00,1679.057
2003/05/05 00:00,2003/05/06 00:00,2003/05/05 03:00,2003/05/06 03:00,1677.828
2003/05/06 00:00,2003/05/07 00:00,2003/05/06 03:00,2003/05/07 03:00,1746.68
2003/05/07 00:00,2003/05/08 00:00,2003/05/07 03:00,2003/05/08 03:00,1781.185
2003/05/08 00:00,2003/05/09 00:00,2003/05/08 03:00,2003/05/09 03:00,1773.278
2003/05/09 00:00,2003/05/10 00:00,2003/05/09 03:00,2003/05/10 03:00,1758.893
2003/05/10 00:00,2003/05/11 00:00,2003/05/10 03:00,2003/05/11 03:00,1729.444
2003/05/11 00:00,2003/05/12 00:00,2003/05/11 03:00,2003/05/12 03:00,1711.405
2003/05/12 00:00,2003/05/13 00:00,2003/05/12 03:00,2003/05/13 03:00,1803.462
2003/05/13 00:00,2003/05/14 00:00,2003/05/13 03:00,2003/05/14 03:00,1807.683
2003/05/14 00:00,2003/05/15 00:00,2003/05/14 03:00,2003/05/15 03:00,1795.222
2003/05/15 00:00,2003/05/16 00:00,2003/05/15 03:00,2003/05/16 03:00,1684.996
2003/05/16 00:00,2003/05/17 00:00,2003/05/16 03:00,2003/05/17 03:00,1761.887
2003/05/17 00:00,2003/05/18 00:00,2003/05/17 03:00,2003/05/18 03:00,1709.996
2003/05/18 00:00,2003/05/19 00:00,2003/05/18 03:00,2003/05/19 03:00,1689.842
2003/05/19 00:00,2003/05/20 00:00,2003/05/19 03:00,2003/05/20 03:00,1785.991
2003/05/20 00:00,2003/05/21 00:00,2003/05/20 03:00,2003/05/21 03:00,1785.764
2003/05/21 00:00,2003/05/22 00:00,2003/05/21 03:00,2003/05/22 03:00,1781.112
2003/05/22 00:00,2003/05/23 00:00,2003/05/22 03:00,2003/05/23 03:00,1805.612
2003/05/23 00:00,2003/05/24 00:00,2003/05/23 03:00,2003/05/24 03:00,1820.365
2003/05/24 00:00,2003/05/25 00:00,2003/05/24 03:00,2003/05/25 03:00,1732.787
2003/05/25 00:00,2003/05/26 00:00,2003/05/25 03:00,2003/05/26 03:00,1703.396
2003/05/26 00:00,2003/05/27 00:00,2003/05/26 03:00,2003/05/27 03:00,1789.162
2003/05/27 00:00,2003/05/28 00:00,2003/05/27 03:00,2003/05/28 03:00,1830.696
2003/05/28 00:00,2003/05/29 00:00,2003/05/28 03:00,2003/05/29 03:00,1812.152
2003/05/29 00:00,2003/05/30 00:00,2003/05/29 03:00,2003/05/30 03:00,1805.845
2003/05/30 00:00,2003/05/31 00:00,2003/05/30 03:00,2003/05/31 03:00,1805.922
2003/05/31 00:00,2003/06/01 00:00,2003/05/31 03:00,2003/06/01 03:00,1742.796
2003/06/01 00:00,2003/06/02 00:00,2003/06/01 03:00,2003/06/02 03:00,1701.156
2003/06/02 00:00,2003/06/03 00:00,2003/06/02 03:00,2003/06/03 03:00,1830.465
2003/06/03 00:00,2003/06/04 00:00,2003/06/03 03:00,2003/06/04 03:00,1841.168
2003/06/04 00:00,2003/06/05 00:00,2003/06/04 03:00,2003/06/05 03:00,1812.076
2003/06/05 00:00,2003/06/06 00:00,2003/06/05 03:00,2003/06/06 03:00,1861.855
2003/06/06 00:00,2003/06/07 00:00,2003/06/06 03:00,2003/06/07 03:00,1946.501
2003/06/07 00:00,2003/06/08 00:00,2003/06/07 03:00,2003/06/08 03:00,1846.728
2003/06/08 00:00,2003/06/09 00:00,2003/06/08 03:00,2003/06/09 03:00,1797.379
2003/06/09 00:00,2003/06/10 00:00,2003/06/09 03:00,2003/06/10 03:00,1965.042
2003/06/10 00:00,2003/06/11 00:00,2003/06/10 03:00,2003/06/11 03:00,2001.338
2003/06/11 00:00,2003/06/12 00:00,2003/06/11 03:00,2003/06/12 03:00,1852.338
2003/06/12 00:00,2003/06/13 00:00,2003/06/12 03:00,2003/06/13 03:00,1873.246
2003/06/13 00:00,2003/06/14 00:00,2003/06/13 03:00,2003/06/14 03:00,1920.378
2003/06/14 00:00,2003/06/15 00:00,2003/06/14 03:00,2003/06/15 03:00,1879.072
2003/06/15 00:00,2003/06/16 00:00,2003/06/15 03:00,2003/06/16 03:00,1826.224
2003/06/16 00:00,2003/06/17 00:00,2003/06/16 03:00,2003/06/17 03:00,1920.707
2003/06/17 00:00,2003/06/18 00:00,2003/06/17 03:00,2003/06/18 03:00,1974.64
2003/06/18 00:00,2003/06/19 00:00,2003/06/18 03:00,2003/06/19 03:00,1992.773
2003/06/19 00:00,2003/06/20 00:00,2003/06/19 03:00,2003/06/20 03:00,2035.693
2003/06/20 00:00,2003/06/21 00:00,2003/06/20 03:00,2003/06/21 03:00,2078.614
2003/06/21 00:00,2003/06/22 00:00,2003/06/21 03:00,2003/06/22 03:00,1918.474
2003/06/22 00:00,2003/06/23 00:00,2003/06/22 03:00,2003/06/23 03:00,1941.68
2003/06/23 00:00,2003/06/24 00:00,2003/06/23 03:00,2003/06/24 03:00,2010.744
2003/06/24 00:00,2003/06/25 00:00,2003/06/24 03:00,2003/06/25 03:00,2070.754
2003/06/25 00:00,2003/06/26 00:00,2003/06/25 03:00,2003/06/26 03:00,2112.234
2003/06/26 00:00,2003/06/27 00:00,2003/06/26 03:00,2003/06/27 03:00,2094.605
2003/06/27 00:00,2003/06/28 00:00,2003/06/27 03:00,2003/06/28 03:00,1949.933
2003/06/28 00:00,2003/06/29 00:00,2003/06/28 03:00,2003/06/29 03:00,1926.068
2003/06/29 00:00,2003/06/30 00:00,2003/06/29 03:00,2003/06/30 03:00,1927.87
2003/06/30 00:00,2003/07/01 00:00,2003/06/30 03:00,2003/07/01 03:00,2120.852
2003/07/01 00:00,2003/07/02 00:00,2003/07/01 03:00,2003/07/02 03:00,1991.491
2003/07/02 00:00,2003/07/03 00:00,2003/07/02 03:00,2003/07/03 03:00,2174.182
2003/07/03 00:00,2003/07/04 00:00,2003/07/03 03:00,2003/07/04 03:00,2191.026
2003/07/04 00:00,2003/07/05 00:00,2003/07/04 03:00,2003/07/05 03:00,2335.925
2003/07/05 00:00,2003/07/06 00:00,2003/07/05 03:00,2003/07/06 03:00,1984.744
2003/07/06 00:00,2003/07/07 00:00,2003/07/06 03:00,2003/07/07 03:00,1949.956
2003/07/07 00:00,2003/07/08 00:00,2003/07/07 03:00,2003/07/08 03:00,2110.21
2003/07/08 00:00,2003/07/09 00:00,2003/07/08 03:00,2003/07/09 03:00,2110.943
2003/07/09 00:00,2003/07/10 00:00,2003/07/09 03:00,2003/07/10 03:00,2071.823
2003/07/10 00:00,2003/07/11 00:00,2003/07/10 03:00,2003/07/11 03:00,2033.019
2003/07/11 00:00,2003/07/12 00:00,2003/07/11 03:00,2003/07/12 03:00,2014.428
2003/07/12 00:00,2003/07/13 00:00,2003/07/12 03:00,2003/07/13 03:00,2074.557
2003/07/13 00:00,2003/07/14 00:00,2003/07/13 03:00,2003/07/14 03:00,2145.007
2003/07/14 00:00,2003/07/15 00:00,2003/07/14 03:00,2003/07/15 03:00,2352.804
2003/07/15 00:00,2003/07/16 00:00,2003/07/15 03:00,2003/07/16 03:00,2252.09
2003/07/16 00:00,2003/07/17 00:00,2003/07/16 03:00,2003/07/17 03:00,2151.376
2003/07/17 00:00,2003/07/18 00:00,2003/07/17 03:00,2003/07/18 03:00,2183.985
2003/07/18 00:00,2003/07/19 00:00,2003/07/18 03:00,2003/07/19 03:00,2149.812
2003/07/19 00:00,2003/07/20 00:00,2003/07/19 03:00,2003/07/20 03:00,2232.186
2003/07/20 00:00,2003/07/21 00:00,2003/07/20 03:00,2003/07/21 03:00,2133.989
2003/07/21 00:00,2003/07/22 00:00,2003/07/21 03:00,2003/07/22 03:00,2474.794
2003/07/22 00:00,2003/07/23 00:00,2003/07/22 03:00,2003/07/23 03:00,2409.719
2003/07/23 00:00,2003/07/24 00:00,2003/07/23 03:00,2003/07/24 03:00,2531.433
2003/07/24 00:00,2003/07/25 00:00,2003/07/24 03:00,2003/07/25 03:00,2714.786
2003/07/25 00:00,2003/07/26 00:00,2003/07/25 03:00,2003/07/26 03:00,2783.718
2003/07/26 00:00,2003/07/27 00:00,2003/07/26 03:00,2003/07/27 03:00,2694.045
2003/07/27 00:00,2003/07/28 00:00,2003/07/27 03:00,2003/07/28 03:00,2647.561
2003/07/28 00:00,2003/07/29 00:00,2003/07/28 03:00,2003/07/29 03:00,2814.385
2003/07/29 00:00,2003/07/30 00:00,2003/07/29 03:00,2003/07/30 03:00,2865.811
2003/07/30 00:00,2003/07/31 00:00,2003/07/30 03:00,2003/07/31 03:00,2854.853
2003/07/31 00:00,2003/08/01 00:00,2003/07/31 03:00,2003/08/01 03:00,2843.895
2003/08/01 00:00,2003/08/02 00:00,2003/08/01 03:00,2003/08/02 03:00,2832.937
2003/08/02 00:00,2003/08/03 00:00,2003/08/02 03:00,2003/08/03 03:00,2821.979
2003/08/03 00:00,2003/08/04 00:00,2003/08/03 03:00,2003/08/04 03:00,2555.599
2003/08/04 00:00,2003/08/05 00:00,2003/08/04 03:00,2003/08/05 03:00,2554.873
2003/08/05 00:00,2003/08/06 00:00,2003/08/05 03:00,2003/08/06 03:00,2660.488
2003/08/06 00:00,2003/08/07 00:00,2003/08/06 03:00,2003/08/07 03:00,2691.976
2003/08/07 00:00,2003/08/08 00:00,2003/08/07 03:00,2003/08/08 03:00,2798.147
2003/08/08 00:00,2003/08/09 00:00,2003/08/08 03:00,2003/08/09 03:00,2744.839
2003/08/09 00:00,2003/08/10 00:00,2003/08/09 03:00,2003/08/10 03:00,2449.985
2003/08/10 00:00,2003/08/11 00:00,2003/08/10 03:00,2003/08/11 03:00,2254.021
2003/08/11 00:00,2003/08/12 00:00,2003/08/11 03:00,2003/08/12 03:00,2236.081
2003/08/12 00:00,2003/08/13 00:00,2003/08/12 03:00,2003/08/13 03:00,2070.044
2003/08/13 00:00,2003/08/14 00:00,2003/08/13 03:00,2003/08/14 03:00,1904.007
2003/08/14 00:00,2003/08/15 00:00,2003/08/14 03:00,2003/08/15 03:00,1886.768
2003/08/15 00:00,2003/08/16 00:00,2003/08/15 03:00,2003/08/16 03:00,1959.785
2003/08/16 00:00,2003/08/17 00:00,2003/08/16 03:00,2003/08/17 03:00,1949.562
2003/08/17 00:00,2003/08/18 00:00,2003/08/17 03:00,2003/08/18 03:00,1900.293
2003/08/18 00:00,2003/08/19 00:00,2003/08/18 03:00,2003/08/19 03:00,1969.723
2003/08/19 00:00,2003/08/20 00:00,2003/08/19 03:00,2003/08/20 03:00,1986.834
2003/08/20 00:00,2003/08/21 00:00,2003/08/20 03:00,2003/08/21 03:00,2103.527
2003/08/21 00:00,2003/08/22 00:00,2003/08/21 03:00,2003/08/22 03:00,2257.918
2003/08/22 00:00,2003/08/23 00:00,2003/08/22 03:00,2003/08/23 03:00,2462.38
2003/08/23 00:00,2003/08/24 00:00,2003/08/23 03:00,2003/08/24 03:00,2510.316
2003/08/24 00:00,2003/08/25 00:00,2003/08/24 03:00,2003/08/25 03:00,2398.261
2003/08/25 00:00,2003/08/26 00:00,2003/08/25 03:00,2003/08/26 03:00,2401.912
2003/08/26 00:00,2003/08/27 00:00,2003/08/26 03:00,2003/08/27 03:00,2482.125
2003/08/27 00:00,2003/08/28 00:00,2003/08/27 03:00,2003/08/28 03:00,2534.287
2003/08/28 00:00,2003/08/29 00:00,2003/08/28 03:00,2003/08/29 03:00,2581.964
2003/08/29 00:00,2003/08/30 00:00,2003/08/29 03:00,2003/08/30 03:00,2377.432
2003/08/30 00:00,2003/08/31 00:00,2003/08/30 03:00,2003/08/31 03:00,2018.769
2003/08/31 00:00,2003/09/01 00:00,2003/08/31 03:00,2003/09/01 03:00,1866.975
